id,predicted_price
2591820310,375243.5990261856
7974200820,885676.5613670871
7701450110,1053954.0333711707
9522300010,2334499.558533259
9510861140,720756.4281940071
1761300310,247125.68625659143
7732410120,779879.536389536
7010701383,628700.7856265029
291310170,415135.6740802258
4232901990,497662.5841029268
6840701125,679098.8060894966
3971700580,409486.6022770501
4202400078,243718.7728387999
6064800090,381548.45655807527
2626119028,254625.19404057806
3303980660,1076250.7840615443
862000020,748964.7699076557
2386000070,864629.5058878514
1138000450,370941.7739038741
1775800420,435797.34193195635
2291401425,426114.74042657914
2025770560,965379.5612750008
3525069037,681247.1300485017
9324800450,551680.042157282
8080400136,523616.4043542849
8651540040,521659.2472624277
9407001790,238705.49542323762
1773101530,218488.95145009493
9432900250,340699.4692000992
1794500695,567760.0031086755
2220069003,345324.8008648207
923000120,503259.648156688
5728000060,527301.0729864973
16000200,235921.03568418985
1926059094,416128.03042527306
6672900220,1058885.7228948523
3629860060,829564.0066201935
1822069109,424197.38173950714
6675500105,372718.4338835049
249000180,1814869.4511895818
226059065,485183.3018448995
396100110,251063.55604660106
9264450460,330159.92196418974
7853361210,376897.42615816736
9474700020,251593.83212178983
421000455,243714.05317803257
3755200220,387852.4546479961
7960100075,482752.9437337493
9477100490,426157.0166334498
9138100350,804725.592984968
1624049275,461308.3146045384
2770606890,482737.1880116797
1157200189,390306.9374255862
2770601800,505652.92388947663
9301300805,529949.93503766
2325069032,1189671.7385779857
1021079099,354120.65641028184
7215730040,747448.0695027245
1853200080,419638.0458450934
3224600340,682521.4689226507
3222049120,408348.1934835839
2113700025,291905.5359865021
7893207925,198453.60955858557
3586501085,551954.8005133698
8024200010,401360.135323482
7116500705,179062.29271240186
1598600209,308970.81331288704
7204200025,999148.3734391122
4206901505,575610.3554038642
2937300440,914763.1808325788
7205000180,333138.64531484334
8718500665,365491.2333959899
5318101765,912623.2214554698
4122700020,975617.2969091451
8078700020,482736.6764624304
3303980680,908969.1601948151
8924100372,1217422.925570009
2781270210,209653.29708232277
519000043,534337.3087966827
3225069301,1304433.0220847323
151000075,723636.8274662308
2297400020,429550.2358637522
6617500085,688784.3222500625
104510180,224815.64167177287
3528900060,923917.4008638866
3345100286,522581.07895884523
1226039130,422926.6652670864
8712100720,724020.620165032
3037200010,412880.28882795153
3626039268,415641.21729372116
104510230,237498.23902169336
5112800060,420517.7361928236
6072400280,642007.9964113546
5317100570,1127601.6730560078
9528102993,527513.385662363
2919201095,530448.4001922143
6181400920,268490.8168273136
185000161,247631.7207052626
8691400010,727621.4560409003
3345700165,557765.2479939789
6151800486,214580.24773699517
4340000080,1261918.838423567
4136960010,559452.5948881481
3634100030,317928.48336720845
1624059224,1115511.6820504349
2788400090,259742.35387616107
9828200762,435812.86486443673
7524400250,523629.29025166377
3528000290,732691.8313568853
5700003630,1936530.824795463
2720069019,316149.6930532177
7227501170,223950.42979580938
2397101270,563346.4972082142
6792100090,744391.1912622366
2770602265,509516.2379761124
3971700937,287320.62179968075
422049203,221984.3749043051
3076500830,296511.9579081199
1423400260,296613.51826979313
9161100795,475789.545868686
3126049052,502847.6601428081
5100401468,396921.23598418257
514500235,454707.574891692
1423200170,187886.54645991413
1402100070,399130.28905036574
624110020,748421.9747331187
2407000145,212421.32225107914
1890000225,872564.634957374
1320069271,321796.7789529091
5490700085,366378.055071417
263000155,447605.954117158
3726800201,437924.7633677299
5153200358,274438.1874176825
2725079018,785824.553637053
7165700200,254556.7925562322
9429000170,590491.0807967319
8718500075,378944.4531553513
1760650950,323093.98900161206
1068000559,1289778.0727119464
4113800500,665999.4231161212
4077800507,523778.2244774006
2725069150,748526.9887709417
4008400035,645304.0389481393
7016310270,426707.33695091086
1432701230,226346.7696196812
3278606050,361574.4459599509
2473350710,365010.32567324385
2185000685,190043.85183552513
7792000025,390291.3329027694
6868200029,478457.94626616203
624069003,688866.0840446904
7431500280,820507.8345143532
3296000040,542865.4703657058
1118001215,1519205.32885147
6453900040,682665.2286694283
333100209,802502.1623191816
34001765,589831.1944605161
8946700100,391853.9638534468
5561401210,576500.60447901
6671900095,353786.87402936665
3275850020,745215.4370694589
3876300600,403722.24116146006
1450900020,264595.65350711765
8562780280,336067.23701942747
7663700973,313942.1862259669
2126049032,371519.1086567477
1823059159,189604.2274940469
3438503426,335579.7486576919
9297301495,548351.4487928983
7140700850,385630.96861990617
7942601805,708094.0603109846
2555900030,340331.4072081523
2887970040,286203.37493553245
7419700010,603971.6137414519
2239000011,374475.92898225744
9283800050,320905.6121093912
9407001340,263767.6984945868
217500140,507939.34544500406
7212660520,240793.9054150242
3298201170,378020.74951024324
3057000400,277765.4582881843
6865200444,473292.8103255502
6071600340,510045.49082225375
6821600005,755234.4195010809
1235100371,732998.608349961
7796450340,342345.0591587859
3603000410,187181.5386267969
9297300255,504932.8959388957
9126100850,533999.951365951
2770601462,519143.1592991309
2599001500,212193.26480246257
1102000095,743407.9593868894
1853080640,939514.4297193324
9551201585,951961.6271022089
3438500796,366610.0755881934
7518504291,531516.5017459126
9269200340,451432.9280864663
715010130,1476990.925940914
1982201485,613992.4282804681
9526500080,371193.0512691074
9277200180,475734.1771183263
6669150280,298646.32748771965
8917100153,616022.7082327638
3760500516,1131237.020321244
2725069050,930557.8838993914
3332000091,317833.0212800936
8562770080,572508.2523606832
8151601190,250551.14549332976
8563040160,611794.4121033469
240000269,638680.7484538102
4307350200,330415.3202543173
1311910300,265550.3154404551
3574900030,514759.0621878176
7853230570,436969.56464172
320069049,371373.846193797
9839301060,695816.3161609434
7011201333,586763.7760106035
2781320100,282841.0194488134
3421069120,421315.93415535404
7852030320,461213.39977069316
5316101075,2320365.306186628
5309100750,534447.2910772825
629000730,736669.4732104087
511700170,306910.5779732352
1562100030,553374.2154043507
2489200230,580273.6095871588
524069116,492584.45142102306
5315100737,943192.1388795449
1868900675,866317.7397010154
1608000120,348070.39564870833
705700240,339417.0144395622
7575600610,258089.85340470614
1778500015,716272.8849505021
5423500240,186500.261733508
6713700025,323575.7805433258
2734100734,308043.34909194853
301402280,214576.80749274974
2113700205,258668.45288609675
4114601570,2914047.1491191513
3332000615,289909.7972301101
3630050180,344403.9758311272
6852700520,548256.3137095157
6870310010,639516.5451283951
6163900981,306526.0807204275
393000142,390440.5490272216
1771100130,341625.5240045115
1442860160,387652.6929840622
9191200435,541292.1753186778
6788200800,980314.8287933356
1115300070,649008.4212868204
3176600105,684753.9812567419
2770604665,608649.867981405
5469500580,419320.3061620599
5680000545,507554.1130276821
3424089119,556409.6869475372
1328300180,330805.3650144384
1773100922,361216.72362777224
4123830480,311463.2904099897
9808610190,1011921.793321082
4250200140,273756.984073998
4217402115,2824152.211502391
3831250350,378116.0007703059
2397101055,766832.8867190032
6817850110,838540.7082103487
7526800200,589939.2520232985
7853370100,669176.1767855381
2523089025,916133.1362224668
9476200680,292647.01860274846
5714200140,398854.30045186594
3575304895,541095.758716176
263000018,404124.67610465287
8080400177,498269.396431588
6450304130,325770.17892726953
514500090,524606.6724444951
9477000300,421501.526732072
853600310,1454984.9657179473
1951600240,211243.20923901311
1099900120,346425.8713022586
5323100120,532635.568649119
1223089016,406605.2722370079
522059172,244816.20965888922
1930300190,663583.0996750457
9542840410,302017.9997988402
8665050530,499463.9916312996
5592900205,360129.8390253807
5450300010,594687.8909700544
2459960030,365525.1602582194
3331500455,496761.7496861357
3432500705,387300.5072517855
3702900165,314512.63596512785
5249803550,545415.7549870056
626049058,455853.5284414462
1788900380,195481.38131029657
8075400360,221976.52569114958
9113200250,749691.0272376187
2738640040,723610.9236972701
7821200307,472275.08105209755
3530440140,243552.19396252875
3582700130,449056.53976323083
9276200569,710184.9736553241
7197800020,602706.0079205434
686200490,529367.7374552991
3501600100,355369.4520603567
6383000690,603717.8537084288
7604400150,367860.2975436478
5249801411,759733.4316999423
2607720420,431110.9205716413
9561100010,400396.3287831986
1796370590,267817.70011968206
4077800593,367809.08735836105
854000165,240931.2673319652
5536100010,752591.3735878419
4188000670,830062.1887308345
31000165,1312272.779580197
662350050,878394.1646409828
4137000280,269553.6041085947
6169901130,962116.1950157371
1953400510,252871.7850405281
7518506716,1033155.0104427319
1552520010,362349.15057893615
7955080270,305767.7133340603
9212900100,559017.4462137158
3438500798,327248.0560870466
7899800890,236347.26318459172
4319200605,466464.706606265
1329300480,359521.2119434798
8935100100,761773.6462267096
5016001260,451828.7686885063
4337600280,287441.59302761254
1446401220,196004.18915517317
7135521530,634785.3949520091
6888900115,295842.88334505743
2413301070,308087.7392422226
345700040,253055.65794979664
5566100145,440952.3163625204
7634800070,358643.87133554864
9346910500,609931.9269750358
3529300060,309706.99048664013
8128600060,1343468.9795827626
8572900275,195517.28040232454
4139420590,1357240.813680264
9274200322,593583.0524922471
1472700200,537625.4682316211
8820903380,569038.8790707623
8563010130,835176.2367888219
8965450110,826692.9483158255
9274204230,496189.65631714027
8165501700,375046.76765261014
2193340260,530461.5767563739
1860600290,802769.7191050726
1222000055,202805.36460952123
2492200280,445852.7540826348
2488200455,373775.65511607804
809001520,1080830.426828093
1796361140,236745.34993604122
6398000011,732866.2321152112
6813600365,541319.2273339039
7504100920,788434.4885432398
8835770330,680571.8156570458
524059322,841173.268693925
4307330280,382096.0845982773
1245002952,1036772.5868682925
2021069059,252226.42309512533
5700000595,669815.7489378419
3629970930,735365.4937197202
3336002215,277281.3720357327
5100401060,661873.6370463428
3278600750,322524.0983471787
1126069045,1073246.6878596602
7568700175,322303.499014603
452001475,488638.2508251876
9283800230,451054.94033146853
1737300130,577295.5632517767
6189600040,481914.432175025
3679400025,475042.0807194812
1096100010,313519.5168343194
9513900050,239480.42508566662
5452800645,725217.7635408902
273800100,237556.793445528
7228500037,470818.0051006663
808300090,463683.00452713884
2493200215,540846.6119074249
5035300255,779213.1415818002
3380900160,427258.7692184874
3630000130,409266.0981905016
7300400670,288457.40861930745
6798100070,389842.06300057506
8078400010,543767.6218931761
5566100060,482428.8477941295
2768200212,508156.82240295666
4035900060,505486.7024602754
9460000110,359258.7732066146
7199320190,535784.7757949604
2225039081,457745.01448629465
9512200050,584684.6503383712
2634500085,318906.40797088295
